11,0,"[3, 3, 3, 3, 3, 3]",2022-08-04 20:18:15.934823,2022-08-04 20:18:19.486132,False,display
11,28,[],2022-08-04 20:21:50.798786,,True,
11,27,"[1, 3, 3, 5, 3, 2]",2022-08-04 21:14:39.953792,2022-08-04 21:14:52.640954,False,display
11,18,"[4, 2, 2, 3, 2, 3]",2022-08-04 22:20:40.599470,2022-08-04 22:20:50.642025,False,display
11,7,"[1, 3, 1, 5, 2, 5]",2022-08-04 23:44:39.945930,2022-08-04 23:44:49.935816,False,display
11,12,"[4, 3, 3, 2, 3, 5]",2022-08-05 02:12:40.045819,2022-08-05 02:12:54.723241,False,display
11,13,"[4, 2, 2, 5, 5, 5]",2022-08-05 02:28:41.404208,2022-08-05 02:29:06.390707,False,display
11,30,"[1, 1, 5, 1, 1, 5]",2022-08-05 03:41:40.130754,2022-08-05 03:42:19.302532,False,display
11,17,"[2, 1, 1, 2, 1, 5]",2022-08-05 04:11:43.064685,2022-08-05 04:11:59.823781,False,display
11,10,"[2, 1, 1, 4, 1, 5]",2022-08-05 21:13:53.553462,2022-08-05 21:14:08.867805,False,display
11,5,"[1, 2, 3, 2, 5, 2]",2022-08-05 21:19:40.139679,2022-08-05 21:19:51.213985,False,display
11,3,"[1, 1, 3, 2, 5, 1]",2022-08-05 21:37:54.313366,2022-08-05 21:38:01.465865,False,display
11,26,"[1, 5, 5, 1, 5, 1]",2022-08-05 23:00:40.945168,2022-08-05 23:01:10.624504,False,display
11,9,"[1, 1, 3, 5, 4, 5]",2022-08-06 04:09:40.417332,2022-08-06 04:09:57.858190,False,display
11,1,"[5, 3, 3, 5, 5, 2]",2022-08-06 04:39:44.444391,2022-08-06 04:39:53.529168,False,display
11,4,"[2, 2, 3, 4, 5, 2]",2022-08-06 04:41:41.273436,2022-08-06 04:41:49.245916,False,display
11,19,"[3, 3, 2, 4, 2, 2]",2022-08-06 04:53:40.866526,2022-08-06 04:53:48.972068,False,display
11,21,[],2022-08-06 05:25:40.740102,,True,
11,24,"[2, 3, 3, 4, 4, 4]",2022-08-06 06:30:45.229673,2022-08-06 06:30:53.340697,False,display
11,16,"[5, 1, 1, 1, 1, 4]",2022-08-06 20:39:40.865212,2022-08-06 20:40:04.208757,False,display
11,15,"[4, 3, 3, 5, 5, 5]",2022-08-06 21:11:54.268333,2022-08-06 21:12:21.449991,False,display
11,20,"[4, 1, 1, 2, 2, 3]",2022-08-06 21:24:51.600643,2022-08-06 21:25:04.063350,False,display
11,25,"[3, 2, 2, 2, 1, 1]",2022-08-06 21:44:40.830813,2022-08-06 21:44:49.618619,False,display
11,8,"[3, 3, 3, 4, 3, 4]",2022-08-06 22:45:40.587379,2022-08-06 22:45:54.106182,False,display
11,29,"[3, 3, 3, 3, 3, 2]",2022-08-06 23:56:40.853190,2022-08-06 23:56:56.242610,False,display
11,22,"[2, 3, 3, 4, 5, 2]",2022-08-07 06:34:45.614511,2022-08-07 06:34:58.306865,False,display
11,23,"[3, 3, 3, 4, 5, 3]",2022-08-07 06:50:40.201975,2022-08-07 06:51:10.447340,False,display
11,14,"[4, 3, 3, 5, 5, 5]",2022-08-07 06:54:44.198364,2022-08-07 06:55:14.942977,False,display
11,11,"[5, 3, 3, 4, 2, 2]",2022-08-07 07:15:42.911236,2022-08-07 07:16:35.591287,False,display
11,6,"[3, 3, 3, 5, 5, 5]",2022-08-07 07:39:41.760201,2022-08-07 07:40:15.188636,False,display
11,2,"[3, 3, 3, 4, 4, 5]",2022-08-07 08:20:45.384095,2022-08-07 08:21:00.101976,False,display
